,stop_id,route_short_name,route_id,Stop ID,Name,Agency,OB Routes,OB AM Peak,OB PM Peak,OB Weekday,OB Saturday,OB Sunday,IB Routes,IB AM Peak,IB PM Peak,IB Weekday,IB Saturday,IB Sunday
136,9801,1,001,9801,WATT AVE & I-80 LRT (SB),Sacramento Regional Transit,"93, 26",60.0,30.0,50.53,168.0,,"84, 80, 1, 19",18.46,26.67,25.26,15.56,420.0
137,9801,26,026,9801,WATT AVE & I-80 LRT (SB),Sacramento Regional Transit,"26, 93",40.0,40.0,38.4,52.5,42.0,"84, 80, 1, 19",21.82,12.63,15.24,27.1,15.0
138,9801,26,026,9801,WATT AVE & I-80 LRT (SB),Sacramento Regional Transit,"93, 26",60.0,30.0,50.53,168.0,,"84, 80, 1, 19",18.46,26.67,25.26,15.56,420.0
139,9945,51X,051X,9945,7TH ST & W/X (WB),Sacramento Regional Transit,51X,,80.0,80.0,93.33,42.0,51X,,18.46,45.71,42.0,64.62
140,9945,51X,051X,9945,7TH ST & W/X (WB),Sacramento Regional Transit,51X,,24.0,96.0,64.62,420.0,51X,,,,840.0,105.0
141,9933,95,095,9933,ANTELOPE RD & ROSEVILLE RD (EB),Sacramento Regional Transit,95,60.0,120.0,87.27,,,95,120.0,80.0,96.0,,
142,9933,95,095,9933,ANTELOPE RD & ROSEVILLE RD (EB),Sacramento Regional Transit,95,,240.0,960.0,,,95,240.0,,960.0,,
143,9817,80,080,9817,WATT/MANLOVE LRS & BAY 3 (SB),Sacramento Regional Transit,80,80.0,240.0,137.14,140.0,210.0,80,60.0,120.0,96.0,,76.36
144,9817,80,080,9817,WATT/MANLOVE LRS & BAY 3 (SB),Sacramento Regional Transit,80,240.0,80.0,106.67,105.0,120.0,80,,120.0,160.0,60.0,
145,873,51X,051X,873,CAPITOL MALL & 8TH STREET (WB),Sacramento Regional Transit,"38, 51X, 11, 62, 30",8.0,6.86,8.28,19.09,20.49,"88, 51X, 86",12.63,8.89,12.63,21.0,23.33
146,873,51X,051X,873,CAPITOL MALL & 8TH STREET (WB),Sacramento Regional Transit,"38, 51X, 11, 62, 30",48.0,20.0,35.56,23.33,420.0,"88, 51X, 86",,,480.0,210.0,105.0
147,665,82,082,665,COLLEGE OAK DR & ORANGE GROVE AVE (SB),Sacramento Regional Transit,82,30.0,30.0,30.97,60.0,84.0,82,40.0,30.0,33.1,60.0,84.0
148,665,82,082,665,COLLEGE OAK DR & ORANGE GROVE AVE (SB),Sacramento Regional Transit,82,,,960.0,,210.0,82,,,,,280.0
149,241,25,025,241,ARCADE & MARCONI LRT (NB),Sacramento Regional Transit,"87, 86, 25",9.6,10.0,11.29,46.67,42.0,"87, 86, 25",17.14,12.0,14.33,35.0,84.0
150,241,25,025,241,ARCADE & MARCONI LRT (NB),Sacramento Regional Transit,"87, 86, 25",,,,46.67,,"87, 86",34.29,80.0,80.0,140.0,
151,241,87,087,241,ARCADE & MARCONI LRT (NB),Sacramento Regional Transit,"87, 86, 25",9.6,10.0,11.29,46.67,42.0,"87, 86, 25",17.14,12.0,14.33,35.0,84.0
152,241,87,087,241,ARCADE & MARCONI LRT (NB),Sacramento Regional Transit,"87, 86, 25",,,,46.67,,"87, 86",34.29,80.0,80.0,140.0,
153,241,86,086,241,ARCADE & MARCONI LRT (NB),Sacramento Regional Transit,"87, 86, 25",9.6,10.0,11.29,46.67,42.0,"87, 86, 25",17.14,12.0,14.33,35.0,84.0
154,241,86,086,241,ARCADE & MARCONI LRT (NB),Sacramento Regional Transit,"87, 86, 25",,,,46.67,,"87, 86",34.29,80.0,80.0,140.0,
155,8900,11,011,8900,CLUB CENTER DR & NATOMAS BLVD (WB),Sacramento Regional Transit,11,34.29,,106.67,210.0,,11,,40.0,106.67,120.0,
156,8900,11,011,8900,CLUB CENTER DR & NATOMAS BLVD (WB),Sacramento Regional Transit,"173, 11",,,,,,"173, 11",30.0,120.0,68.57,140.0,
157,117,11,011,117,3RD ST & J ST (NB),Sacramento Regional Transit,,,,,,,11,,40.0,106.67,120.0,
158,117,11,011,117,3RD ST & J ST (NB),Sacramento Regional Transit,,,,,,,11,34.29,120.0,80.0,168.0,
159,1069,93,093,1069,LOUIS LANE & ORLANDO AVE (NB),Sacramento Regional Transit,93,40.0,80.0,50.53,140.0,76.36,93,48.0,80.0,64.0,120.0,76.36
160,1069,93,093,1069,LOUIS LANE & ORLANDO AVE (NB),Sacramento Regional Transit,93,,48.0,137.14,168.0,,93,120.0,48.0,73.85,210.0,
161,1164,22,022,1164,ARDEN WAY & HERITAGE LN (WB),Sacramento Regional Transit,"29, 22, 23",26.67,21.82,26.67,33.6,210.0,,,,,,
162,1164,22,022,1164,ARDEN WAY & HERITAGE LN (WB),Sacramento Regional Transit,"22, 23",80.0,120.0,106.67,840.0,84.0,,,,,,
163,1130,22,022,1130,BUTANO DR & COTTAGE WAY (NB),Sacramento Regional Transit,"84, 80, 22",34.29,40.0,45.71,52.5,210.0,"82, 22",24.0,20.0,22.33,60.0,84.0
164,1130,22,022,1130,BUTANO DR & COTTAGE WAY (NB),Sacramento Regional Transit,"84, 80, 22",60.0,34.29,43.64,105.0,120.0,"82, 22",,,,,280.0
165,5285,74,074,5285,TRADE CENTER DR & SUNRISE BLVD LRT (EB),Sacramento Regional Transit,74,80.0,60.0,120.0,,,74,80.0,,192.0,,
166,5285,74,074,5285,TRADE CENTER DR & SUNRISE BLVD LRT (EB),Sacramento Regional Transit,74,240.0,,160.0,,,74,240.0,60.0,96.0,,
167,1070,21,021,1070,LOUIS LANE & ORLANDO AVE (NB),Sacramento Regional Transit,21,30.0,30.0,30.0,93.33,93.33,21,34.29,30.0,30.97,105.0,93.33
168,1070,21,021,1070,LOUIS LANE & ORLANDO AVE (NB),Sacramento Regional Transit,21,,,,,,21,,,,840.0,
169,1174,65,065,1174,DELTA SHORES CIRCLE & COSUMNES RIVER BLVD (SB),Sacramento Regional Transit,65,,120.0,320.0,,,65,80.0,120.0,87.27,,
170,1174,65,065,1174,DELTA SHORES CIRCLE & COSUMNES RIVER BLVD (SB),Sacramento Regional Transit,65,60.0,120.0,87.27,,,65,,120.0,320.0,,
171,664,177,177,664,BAROQUE DR & CORVINA DR (EB),Sacramento Regional Transit,177,,16.0,64.0,,,177,,16.0,64.0,,
172,664,177,177,664,BAROQUE DR & CORVINA DR (EB),Sacramento Regional Transit,177,,,,,,,,,,,
173,947,84,084,947,WATT/MANLOVE LRS & BRT BAY (EB),Sacramento Regional Transit,84,120.0,,480.0,84.0,,84,,120.0,480.0,168.0,
174,947,84,084,947,WATT/MANLOVE LRS & BRT BAY (EB),Sacramento Regional Transit,84,120.0,60.0,80.0,,,84,60.0,120.0,73.85,168.0,
175,4710,13,013,4710,TRUXEL RD & GATEWAY PARK BLVD (NB),Sacramento Regional Transit,13,240.0,,480.0,,,"170, 11, 13",60.0,18.46,35.56,120.0,
176,4710,13,013,4710,TRUXEL RD & GATEWAY PARK BLVD (NB),Sacramento Regional Transit,13,80.0,60.0,80.0,,,"170, 11",34.29,60.0,68.57,168.0,
177,5249,72,072,5249,ROCKINGHAM DR & ROUTIER RD (SB),Sacramento Regional Transit,72,26.67,30.0,33.1,84.0,76.36,,,,,,
178,5249,72,072,5249,ROCKINGHAM DR & ROUTIER RD (SB),Sacramento Regional Transit,72,240.0,,960.0,840.0,,,,,,,
179,9920,28,028,9920,BUTTERFIELD WAY & FOLSOM BLVD LRT (WB),Sacramento Regional Transit,28,40.0,48.0,64.0,,,28,60.0,40.0,64.0,,
180,1057,103,103,1057,LOUIS LANE & ORLANDO AVE (NB),Sacramento Regional Transit,103,,,,,,103,,,,,
181,1057,103,103,1057,LOUIS LANE & ORLANDO AVE (NB),Sacramento Regional Transit,103,80.0,,320.0,,,103,,60.0,240.0,,
182,9903,103,103,9903,I-80 SERVICE DR & WATT LOWER LEVEL (SB),Sacramento Regional Transit,103,,,,,,103,,,,,
183,9903,103,103,9903,I-80 SERVICE DR & WATT LOWER LEVEL (SB),Sacramento Regional Transit,103,60.0,,240.0,,,103,,60.0,240.0,,
184,1762,38,038,1762,5TH ST & BROADWAY (SB),Sacramento Regional Transit,38,120.0,60.0,80.0,76.36,84.0,38,,,960.0,280.0,
185,1762,38,038,1762,5TH ST & BROADWAY (SB),Sacramento Regional Transit,38,240.0,240.0,480.0,840.0,,38,60.0,,160.0,420.0,168.0
186,3603,25,025,3603,MANZANITA AVE & CYPRESS AVE (SB),Sacramento Regional Transit,25,30.0,30.0,34.29,168.0,,25,80.0,60.0,73.85,,
187,3603,25,025,3603,MANZANITA AVE & CYPRESS AVE (SB),Sacramento Regional Transit,25,,,,140.0,,,,,,,
188,5314,246,246,5314,GLORIA DR & KEEL CT (EB),Sacramento Regional Transit,248,240.0,,960.0,,,"248, 246",,120.0,480.0,,
189,5314,248,248,5314,GLORIA DR & KEEL CT (EB),Sacramento Regional Transit,248,240.0,,960.0,,,"248, 246",,120.0,480.0,,
190,2469,247,247,2469,21ST ST & MEADOWVIEW RD (NB),Sacramento Regional Transit,247,240.0,,960.0,,,,,,,,
191,497,248,248,497,MEADOWVIEW RD & 24TH ST (WB),Sacramento Regional Transit,"248, 246, 56",26.67,30.0,29.09,33.6,64.62,,,,,,
192,497,248,248,497,MEADOWVIEW RD & 24TH ST (WB),Sacramento Regional Transit,56,240.0,,960.0,840.0,,,,,,,
193,497,246,246,497,MEADOWVIEW RD & 24TH ST (WB),Sacramento Regional Transit,"248, 246, 56",26.67,30.0,29.09,33.6,64.62,,,,,,
194,497,246,246,497,MEADOWVIEW RD & 24TH ST (WB),Sacramento Regional Transit,56,240.0,,960.0,840.0,,,,,,,
195,2603,252,252,2603,M L KING JR BLVD & 47TH AVE (NB),Sacramento Regional Transit,"67, 252",34.29,34.29,48.0,105.0,76.36,,,,,,
196,2603,252,252,2603,M L KING JR BLVD & 47TH AVE (NB),Sacramento Regional Transit,67,120.0,,106.67,168.0,420.0,,,,,,
197,2271,252,252,2271,FREEPORT BLVD & 7TH AVE (SB),Sacramento Regional Transit,,,,,,,"62, 252",80.0,40.0,68.57,105.0,
198,2271,252,252,2271,FREEPORT BLVD & 7TH AVE (SB),Sacramento Regional Transit,,,,,,,62,80.0,80.0,60.0,140.0,
199,2990,255,255,2990,LA RIVIERA DR & COLLEGE TOWN DR (EB),Sacramento Regional Transit,255,240.0,,960.0,,,210,,,960.0,,
200,3865,255,255,3865,KIEFER BLVD & BRANCH CENTER (WB),Sacramento Regional Transit,72,26.67,30.0,32.0,84.0,76.36,255,,240.0,480.0,,
201,3865,255,255,3865,KIEFER BLVD & BRANCH CENTER (WB),Sacramento Regional Transit,72,240.0,,960.0,840.0,,,,,,,
202,536,33,033,536,RICHARDS BLVD & DOS RIOS ST (EB),Sacramento Regional Transit,33,26.67,40.0,34.29,,,"33, 15",18.46,24.0,24.0,76.36,280.0
203,536,33,033,536,RICHARDS BLVD & DOS RIOS ST (EB),Sacramento Regional Transit,33,,,960.0,,,"33, 15",60.0,80.0,60.0,420.0,93.33
204,2704,68,068,2704,44TH ST & FRUITRIDGE RD (NB),Sacramento Regional Transit,68,30.0,34.29,35.56,280.0,64.62,,,,,,
205,2704,68,068,2704,44TH ST & FRUITRIDGE RD (NB),Sacramento Regional Transit,68,,240.0,960.0,84.0,,,,,,,
206,998,61,061,998,SLP DR & 35TH AVE (SB),Sacramento Regional Transit,"227, 61",60.0,60.0,60.0,,,"6, 61",34.29,30.0,34.29,,
207,998,61,061,998,SLP DR & 35TH AVE (SB),Sacramento Regional Transit,61,,,,,,"6, 61",,,,,
208,8004,177,177,8004,BAROQUE DR & CORVINA DR (WB),Sacramento Regional Transit,177,18.46,,73.85,,,177,34.29,,137.14,,
209,8004,177,177,8004,BAROQUE DR & CORVINA DR (WB),Sacramento Regional Transit,177,240.0,,960.0,,,177,34.29,,137.14,,
210,5200,5,005,5200,MEADOWVIEW RD & MEADOWVIEW LRT (NB),Sacramento Regional Transit,"47, 56, 5",20.0,20.0,20.0,16.8,32.31,"47, 56, 5",30.0,17.14,21.33,16.15,32.31
211,5200,5,005,5200,MEADOWVIEW RD & MEADOWVIEW LRT (NB),Sacramento Regional Transit,"56, 47",60.0,80.0,80.0,420.0,,"56, 5, 47",30.0,120.0,68.57,420.0,420.0
212,4088,5,005,4088,COTTONWOOD LN & IVY CREEK DR (NB),Sacramento Regional Transit,5,60.0,60.0,64.0,,,5,,60.0,96.0,,
213,4088,5,005,4088,COTTONWOOD LN & IVY CREEK DR (NB),Sacramento Regional Transit,,,,,,,5,60.0,,192.0,,
214,3287,24,024,3287,MAIN AVE & MADISON AVE (NB),Sacramento Regional Transit,24,60.0,60.0,68.57,,,24,80.0,60.0,73.85,,
215,1612,81,081,1612,65TH ST & SKY PKWY (WB),Sacramento Regional Transit,81,30.0,40.0,40.0,,,"65, 81",12.63,12.63,14.12,52.5,64.62
216,1612,81,081,1612,65TH ST & SKY PKWY (WB),Sacramento Regional Transit,81,,,,,,"65, 81",240.0,120.0,192.0,76.36,
217,2404,54,054,2404,GERBER RD & POWER INN RD (WB),Sacramento Regional Transit,54,48.0,60.0,73.85,,,"55, 54",24.0,20.0,24.0,84.0,105.0
218,2404,54,054,2404,GERBER RD & POWER INN RD (WB),Sacramento Regional Transit,,,,,,,"55, 54",240.0,,960.0,,
219,4250,3,003,4250,POCKET RD & GREENHAVEN DR (WB),Sacramento Regional Transit,"226, 3",60.0,,192.0,,,,,,,,
220,1145_merged_803201,65,065,1145_merged_803201,DELTA SHORES & COSUMNES RIVER BLVD (SB),Sacramento Regional Transit,65,,,,,,65,,,,,
221,463,85,085,463,ROSEVILLE ROAD & LIGHT RAIL (EB),Sacramento Regional Transit,85,18.46,21.82,36.92,,,,,,,,
222,495,85,085,495,A/C ROAD & PATROL ROAD (EB),Sacramento Regional Transit,85,34.29,48.0,68.57,,,,,,,,
223,1215,29,029,1215,DEWEY DR & MADISON AVE (SB),Sacramento Regional Transit,29,120.0,,480.0,,,,,,,,
224,1373,23,023,1373,EL CAMINO AVE & GREENWOOD AVE (WB),Sacramento Regional Transit,23,48.0,40.0,48.0,33.6,210.0,,,,,,
225,1373,23,023,1373,EL CAMINO AVE & GREENWOOD AVE (WB),Sacramento Regional Transit,23,80.0,80.0,106.67,840.0,84.0,,,,,,
226,329,15,015,329,8TH ST & K ST (NB),Sacramento Regional Transit,"109, 6, 3, 51, 2, 7",7.27,10.91,12.0,30.0,70.0,"29, 15, 34",26.67,21.82,26.67,76.36,280.0
227,329,15,015,329,8TH ST & K ST (NB),Sacramento Regional Transit,"6, 109, 51, 2",,60.0,56.47,280.0,76.36,"15, 34",80.0,80.0,160.0,840.0,93.33
228,316,26,026,316,65TH ST & EAST END ISLAND 3 (EB),Sacramento Regional Transit,26,80.0,240.0,80.0,84.0,84.0,26,240.0,120.0,87.27,840.0,84.0
229,316,26,026,316,65TH ST & EAST END ISLAND 3 (EB),Sacramento Regional Transit,26,60.0,34.29,68.57,,,26,34.29,40.0,64.0,84.0,
230,1740,255,255,1740,CARLSON DR & H ST (NB),Sacramento Regional Transit,"255, 34",60.0,,137.14,,,"255, 34",,60.0,137.14,,
231,1740,255,255,1740,CARLSON DR & H ST (NB),Sacramento Regional Transit,34,,,,,,34,,,,,
232,658,175,175,658,ZINFANDEL DR & ROSS PARKING LOT (NB),Sacramento Regional Transit,"175, 176, 177",20.0,15.0,34.29,,,"175, 176, 177",21.82,11.43,28.24,,
233,658,175,175,658,ZINFANDEL DR & ROSS PARKING LOT (NB),Sacramento Regional Transit,"176, 177",80.0,120.0,192.0,,,"175, 177",26.67,,106.67,,
234,658,177,177,658,ZINFANDEL DR & ROSS PARKING LOT (NB),Sacramento Regional Transit,"175, 176, 177",20.0,15.0,34.29,,,"175, 176, 177",21.82,11.43,28.24,,
235,658,177,177,658,ZINFANDEL DR & ROSS PARKING LOT (NB),Sacramento Regional Transit,"176, 177",80.0,120.0,192.0,,,"175, 177",26.67,,106.67,,
236,658,176,176,658,ZINFANDEL DR & ROSS PARKING LOT (NB),Sacramento Regional Transit,"175, 176, 177",20.0,15.0,34.29,,,"175, 176, 177",21.82,11.43,28.24,,
237,658,176,176,658,ZINFANDEL DR & ROSS PARKING LOT (NB),Sacramento Regional Transit,"176, 177",80.0,120.0,192.0,,,"175, 177",26.67,,106.67,,
238,948,175,175,948,BORDERLANDS DRIVE & CANYONLANDS DRIVE (NB),Sacramento Regional Transit,175,80.0,60.0,137.14,,,175,240.0,60.0,192.0,,
239,948,175,175,948,BORDERLANDS DRIVE & CANYONLANDS DRIVE (NB),Sacramento Regional Transit,,,,,,,175,120.0,,480.0,,
240,370,75,075,370,MATHER LRS & BAY 5 (SB),Sacramento Regional Transit,75,30.0,30.0,34.29,42.0,40.0,,,,,,
241,1604,81,081,1604,65TH ST & 14TH AVE (SB),Sacramento Regional Transit,,,,,,,"212, 81",34.29,26.67,29.09,52.5,64.62
242,1604,81,081,1604,65TH ST & 14TH AVE (SB),Sacramento Regional Transit,,,,,,,81,240.0,240.0,480.0,76.36,
243,323,74,074,323,MATHER LRS & BAY 3 (WB),Sacramento Regional Transit,74,80.0,60.0,120.0,,,74,80.0,,192.0,,
244,323,74,074,323,MATHER LRS & BAY 3 (WB),Sacramento Regional Transit,74,240.0,,160.0,,,74,240.0,60.0,96.0,,
245,1770,38,038,1770,BROADWAY & 8TH ST (WB),Sacramento Regional Transit,38,,80.0,137.14,140.0,168.0,38,,240.0,240.0,280.0,280.0
246,1770,38,038,1770,BROADWAY & 8TH ST (WB),Sacramento Regional Transit,38,,240.0,960.0,840.0,,38,60.0,80.0,87.27,93.33,120.0
247,849,15,015,849,GRAND AVE & MARYSVILLE BLVD (WB),Sacramento Regional Transit,"86, 15",14.12,15.0,17.45,52.5,46.67,,,,,,
248,849,15,015,849,GRAND AVE & MARYSVILLE BLVD (WB),Sacramento Regional Transit,"86, 15",,,960.0,76.36,120.0,,,,,,
249,981,205,205,981,LAND PARK DR & VALLEJO WAY (SB),Sacramento Regional Transit,,,,,,,"6, 205, 206",80.0,60.0,68.57,,
250,981,205,205,981,LAND PARK DR & VALLEJO WAY (SB),Sacramento Regional Transit,,,,,,,6,,,,,
251,981,206,206,981,LAND PARK DR & VALLEJO WAY (SB),Sacramento Regional Transit,,,,,,,"6, 205, 206",80.0,60.0,68.57,,
252,981,206,206,981,LAND PARK DR & VALLEJO WAY (SB),Sacramento Regional Transit,,,,,,,6,,,,,
253,1904,206,206,1904,BROADWAY & STOCKTON BLVD (WB),Sacramento Regional Transit,"206, 51",14.12,15.0,20.0,30.0,70.0,214,,240.0,960.0,,
254,1904,206,206,1904,BROADWAY & STOCKTON BLVD (WB),Sacramento Regional Transit,51,,240.0,68.57,280.0,76.36,,,,,,
255,2970,210,210,2970,LA RIVIERA DR & WATERGLEN CIR (SB),Sacramento Regional Transit,210,240.0,,960.0,,,211,,240.0,960.0,,
256,5208,210,210,5208,ALHAMBRA BLVD & J ST (NB),Sacramento Regional Transit,"227, 211, 210, 228, 226",120.0,,320.0,,,"211, 210",,,960.0,,
257,5208,211,211,5208,ALHAMBRA BLVD & J ST (NB),Sacramento Regional Transit,"227, 211, 210, 228, 226",120.0,,320.0,,,"211, 210",,,960.0,,
258,5208,228,228,5208,ALHAMBRA BLVD & J ST (NB),Sacramento Regional Transit,"227, 211, 210, 228, 226",120.0,,320.0,,,"211, 210",,,960.0,,
259,5208,227,227,5208,ALHAMBRA BLVD & J ST (NB),Sacramento Regional Transit,"227, 211, 210, 228, 226",120.0,,320.0,,,"211, 210",,,960.0,,
260,5208,226,226,5208,ALHAMBRA BLVD & J ST (NB),Sacramento Regional Transit,"227, 211, 210, 228, 226",120.0,,320.0,,,"211, 210",,,960.0,,
261,5209,211,211,5209,WISSEMANN DR & FOLSOM BLVD (NB),Sacramento Regional Transit,211,240.0,,960.0,,,255,,240.0,480.0,,
262,5207,211,211,5207,N ST & RODEO WAY (WB),Sacramento Regional Transit,"211, 210, 213, 214, 212",60.0,,240.0,,,"211, 212, 213, 214",,240.0,960.0,,
263,5207,214,214,5207,N ST & RODEO WAY (WB),Sacramento Regional Transit,"211, 210, 213, 214, 212",60.0,,240.0,,,"211, 212, 213, 214",,240.0,960.0,,
264,5207,213,213,5207,N ST & RODEO WAY (WB),Sacramento Regional Transit,"211, 210, 213, 214, 212",60.0,,240.0,,,"211, 212, 213, 214",,240.0,960.0,,
265,5207,212,212,5207,N ST & RODEO WAY (WB),Sacramento Regional Transit,"211, 210, 213, 214, 212",60.0,,240.0,,,"211, 212, 213, 214",,240.0,960.0,,
266,5321,212,212,5321,LOGAN ST & MARALEE (NB),Sacramento Regional Transit,212,240.0,,960.0,,,212,,240.0,960.0,,
267,5203,54,054,5203,FLORIN RD & INDIAN LN LRT (NB),Sacramento Regional Transit,"81, 54",10.91,13.33,12.97,22.11,32.31,"81, 54",12.0,12.63,12.47,20.0,32.31
268,5203,54,054,5203,FLORIN RD & INDIAN LN LRT (NB),Sacramento Regional Transit,81,,,,30.0,,"81, 54",120.0,240.0,320.0,35.0,
269,2214,205,205,2214,FRUITRIDGE RD & STOCKTON BLVD (WB),Sacramento Regional Transit,"205, 61",48.0,60.0,60.0,,,,,,,,
270,2214,205,205,2214,FRUITRIDGE RD & STOCKTON BLVD (WB),Sacramento Regional Transit,61,,,,,,,,,,,
271,8809,47,047,8809,25TH ST & FLORIN RD (SB),Sacramento Regional Transit,47,240.0,,960.0,,,,,,,,
272,8809,47,047,8809,25TH ST & FLORIN RD (SB),Sacramento Regional Transit,47,80.0,60.0,87.27,,,,,,,,
273,2889,72,072,2889,BRANCH CTR & AGRICULTURE LN (NB),Sacramento Regional Transit,,,,,,,72,34.29,48.0,45.71,70.0,120.0
274,2889,72,072,2889,BRANCH CTR & AGRICULTURE LN (NB),Sacramento Regional Transit,,,,,,,72,240.0,60.0,96.0,,210.0
275,289,61,061,289,65TH ST & EAST END ISLAND 1 (EB),Sacramento Regional Transit,61,60.0,60.0,68.57,,,61,60.0,60.0,60.0,,
276,289,61,061,289,65TH ST & EAST END ISLAND 1 (EB),Sacramento Regional Transit,61,,,,,,61,,,,,
277,885,54,054,885,COSUMNES LIGHT RAIL STATION & Bus Bay 4 (NB),Sacramento Regional Transit,54,48.0,60.0,68.57,70.0,,54,60.0,48.0,64.0,84.0,
278,885,54,054,885,COSUMNES LIGHT RAIL STATION & Bus Bay 4 (NB),Sacramento Regional Transit,,,,,,,54,240.0,,960.0,420.0,
279,1795,214,214,1795,34TH ST & T ST (SB),Sacramento Regional Transit,214,240.0,,960.0,,,68,30.0,34.29,34.29,64.62,64.62
280,5212,213,213,5212,58TH ST & 25TH AVE (SB),Sacramento Regional Transit,213,240.0,,960.0,,,213,,240.0,960.0,,
281,949,176,176,949,Kiefer & Country Garden (WB),Sacramento Regional Transit,176,120.0,240.0,240.0,,,,,,,,
282,949,176,176,949,Kiefer & Country Garden (WB),Sacramento Regional Transit,176,240.0,120.0,320.0,,,176,80.0,80.0,137.14,,
283,5308,33,033,5308,BANNON ST & BERCUT DR (NB),Sacramento Regional Transit,,,,,,,33,,240.0,960.0,,
284,5308,33,033,5308,BANNON ST & BERCUT DR (NB),Sacramento Regional Transit,33,240.0,,960.0,,,,,,,,
285,5348,11,011,5348,NATOMAS BLVD & NEW MARKET (NB),Sacramento Regional Transit,,,,,,,11,,40.0,106.67,120.0,
286,5348,11,011,5348,NATOMAS BLVD & NEW MARKET (NB),Sacramento Regional Transit,,,,,,,11,30.0,120.0,68.57,140.0,
287,7300,170,170_merged_803208,7300,GATEWAY PARK & ALLANO AVE (EB),Sacramento Regional Transit,170,40.0,,160.0,,,170,,80.0,320.0,,
288,7300,170,170_merged_803208,7300,GATEWAY PARK & ALLANO AVE (EB),Sacramento Regional Transit,"170, 172",120.0,,480.0,,,170,,120.0,480.0,,
289,7312,172,172_merged_803209,7312,EAST COMMERCE WY & NEW MARKET DR (NB),Sacramento Regional Transit,172,120.0,,480.0,,,172,,,,,
290,7312,172,172_merged_803209,7312,EAST COMMERCE WY & NEW MARKET DR (NB),Sacramento Regional Transit,172,80.0,,320.0,,,172,,60.0,240.0,,
291,3481,109,109,3481,ELM AVE & HAZEL AVE (WB),Sacramento Regional Transit,109,,,,,,109,,,,,
292,3481,109,109,3481,ELM AVE & HAZEL AVE (WB),Sacramento Regional Transit,109,120.0,,480.0,,,109,,120.0,480.0,,
293,DARPOI:1,10,10,DARPOI:1,Darling & Poinsettia Grdn,Gold Coast Transit,,,,,,,10,60.0,60.0,60.0,60.0,60.0
294,TELEMM:1,16,16,TELEMM:1,Telegraph & Emma,Gold Coast Transit,,,,,,,16,60.0,60.0,64.0,70.0,70.0
295,OJASIG:1,16,16,OJASIG:1,Ojai Ave & Signal,Gold Coast Transit,16,60.0,60.0,60.0,64.62,64.62,,,,,,
296,TELCOL:1,10,10,TELCOL:1,Telegraph & College,Gold Coast Transit,"6, 21, 10",11.43,10.43,12.31,15.85,15.85,,,,,,
297,TELCOL:1,21,21,TELCOL:1,Telegraph & College,Gold Coast Transit,"6, 21, 10",11.43,10.43,12.31,15.85,15.85,,,,,,
298,DARJON:1,10,10,DARJON:1,Darling & Jonquill,Gold Coast Transit,,,,,,,10,60.0,60.0,60.0,60.0,60.0
299,H33CAS:1,16,16,H33CAS:1,Hwy 33 & Casitas,Gold Coast Transit,,,,,,,16,60.0,60.0,64.0,70.0,70.0
300,MILMAP:1,11,11,MILMAP:1,Mills & Maple,Gold Coast Transit,,,,,,,11,40.0,30.0,34.29,42.0,44.21
301,H33AMP:2,16,16,H33AMP:2,Hwy 33 & Arroyo Mob Home,Gold Coast Transit,16,48.0,60.0,56.47,64.62,64.62,16,,,,,
302,TPHWEL:1,11,11,TPHWEL:1,Telephone & Wells,Gold Coast Transit,11,34.29,34.29,36.92,46.67,46.67,,,,,,
303,ESPSC:2,15,15,ESPSC:2,Esplanade & Esplanade Shp Ctr,Gold Coast Transit,6,24.0,18.46,22.86,31.11,31.11,15,48.0,48.0,53.33,60.0,60.0
304,ROSHOS:1,15,15,ROSHOS:1,Rose & Hospital,Gold Coast Transit,"17, 15, 22",15.0,16.0,17.14,20.0,20.49,22,48.0,40.0,45.71,70.0,76.36
305,UNDSPU:1,17,17,UNDSPU:1,Underpass & Spur,Gold Coast Transit,,,,,,,"6, 17",16.0,17.14,17.45,22.11,22.11
306,ROSNCD:2,17,17,ROSNCD:2,Rose & North Campus,Gold Coast Transit,"17, 8",24.0,26.67,25.26,26.25,26.25,,,,,,
307,SAVLAU:2,9,9,SAVLAU:2,Saviers & Laurel,Gold Coast Transit,,,,,,,9,60.0,48.0,56.47,64.62,64.62
308,SMPBEA:1,9,9,SMPBEA:1,San Mateo & Beaufort,Gold Coast Transit,,,,,,,"9, 8",24.0,24.0,24.62,26.25,26.25
309,5THMOU:1,8,8,5THMOU:1,5th & Mount. View,Gold Coast Transit,,,,,,,8,40.0,40.0,45.71,49.41,49.41
310,SAVLAU:1,8,8,SAVLAU:1,Saviers & Laurel,Gold Coast Transit,"7, 8",24.0,21.82,24.62,25.45,25.45,21,34.29,34.29,43.64,64.62,64.62
311,SAVLAU:1,21,21,SAVLAU:1,Saviers & Laurel,Gold Coast Transit,"7, 8",24.0,21.82,24.62,25.45,25.45,21,34.29,34.29,43.64,64.62,64.62
312,SAVLAU:1,7,7,SAVLAU:1,Saviers & Laurel,Gold Coast Transit,"7, 8",24.0,21.82,24.62,25.45,25.45,21,34.29,34.29,43.64,64.62,64.62
313,4THBST:1,6,6,4THBST:1,4th & B St,Gold Coast Transit,,,,,,,"4A, 5, 6, 3, 1A, 19, 4B, 20, 1B, 2",4.9,4.62,5.25,6.32,6.32
